Input,Output,PMID
among the four gfp tagged _LOCATION_ localized proteins in our transgenic plants the fluorescence intensity of _METHOD_ _PROTEIN_ was the strongest .,Y,23896897
in hypotonic conditions which lead to stomatal opening _METHOD_ _PROTEIN_ was located in the _LOCATION_ while _BLANKM_ _BLANKP_ seemed to line the membrane .,Y,23896897
we generated transgenic plants containing a _METHOD_ _PROTEIN_ fusion gene in the wt and background . in wt guard cells _BLANKM_ _BLANKP_ was localized mainly at the _LOCATION_ as expected .,N,23896897
we generated transgenic plants containing a _BLANKM_ _PROTEIN_ fusion gene in the wt and background . in wt guard cells _METHOD_ _BLANKP_ was localized mainly at the _LOCATION_ as expected .,N,23896897
we generated transgenic plants containing a _METHOD_ _BLANKP_ fusion gene in the wt and background . in wt guard cells _BLANKM_ _PROTEIN_ was localized mainly at the _LOCATION_ as expected .,N,23896897
we examined another transporter aquaporin _PROTEIN_ which is localized in the _LOCATION_ of guard cells . _METHOD_ _BLANKP_ has been used as a _BLANKL_ protein marker and we also detected gfp fluorescence in the plasma membrane .,N,23896897
we examined another transporter aquaporin _PROTEIN_ which is localized in the _BLANKL_ of guard cells . _METHOD_ _BLANKP_ has been used as a _LOCATION_ protein marker and we also detected gfp fluorescence in the plasma membrane .,N,23896897
we examined another transporter aquaporin _BLANKP_ which is localized in the _LOCATION_ of guard cells . _METHOD_ _PROTEIN_ has been used as a _BLANKL_ protein marker and we also detected gfp fluorescence in the plasma membrane .,N,23896897
we could only slightly detect punctate structures of _PROTEIN_ _METHOD_ fluorescence in mutants indicating that does not affect _BLANKP_ localization to the _LOCATION_ .,N,23896897
we could only slightly detect punctate structures of _BLANKP_ _METHOD_ fluorescence in mutants indicating that does not affect _PROTEIN_ localization to the _LOCATION_ .,N,23896897
and _METHOD_ _PROTEIN_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ .,N,23896897
and _BLANKM_ _PROTEIN_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _METHOD_ _BLANKP_ and _BLANKM_ _BLANKP_ .,N,23896897
and _BLANKM_ _PROTEIN_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _BLANKM_ _BLANKP_ and _METHOD_ _BLANKP_ .,N,23896897
and _METHOD_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _PROTEIN_ level in the _LOCATION_ .,N,23896897
and _BLANKM_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _PROTEIN_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _METHOD_ _BLANKP_ and _BLANKM_ _BLANKP_ .,N,23896897
and _BLANKM_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _PROTEIN_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _BLANKM_ _BLANKP_ and _METHOD_ _BLANKP_ .,N,23896897
and _METHOD_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _BLANKM_ _PROTEIN_ and _BLANKM_ _BLANKP_ .,N,23896897
and _BLANKM_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ .,N,23896897
and _BLANKM_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _BLANKM_ _PROTEIN_ and _METHOD_ _BLANKP_ .,N,23896897
and _METHOD_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _BLANKM_ _BLANKP_ and _BLANKM_ _PROTEIN_ .,N,23896897
and _BLANKM_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _METHOD_ _BLANKP_ and _BLANKM_ _PROTEIN_ .,N,23896897
and _BLANKM_ _BLANKP_ transgenic plants showed rather strong fc responses indicating increased _BLANKP_ level in the _LOCATION_ . to obtain further insights into the relationship between and we generated transgenic plants co expressing _BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ .,N,23896897
in hypotonic conditions which lead to stomatal opening _BLANKM_ _PROTEIN_ was located in the _LOCATION_ while _METHOD_ _BLANKP_ seemed to line the membrane .,N,23896897
in hypotonic conditions which lead to stomatal opening _METHOD_ _BLANKP_ was located in the _LOCATION_ while _BLANKM_ _PROTEIN_ seemed to line the membrane .,N,23896897
in hypotonic conditions which lead to stomatal opening _BLANKM_ _BLANKP_ was located in the _LOCATION_ while _METHOD_ _PROTEIN_ seemed to line the membrane .,N,23896897
in hypertonic conditions which induce stomatal closure _BLANKM_ _PROTEIN_ partially remained in the _LOCATION_ and _METHOD_ _BLANKP_ seemed to support it .,N,23896897
in hypertonic conditions which induce stomatal closure _METHOD_ _BLANKP_ partially remained in the _LOCATION_ and _BLANKM_ _PROTEIN_ seemed to support it .,N,23896897
in the small number of _PROTEIN_ _METHOD_ transformants identified we observed fluorescent label accumulating within the _LOCATION_ .,Y,23898343
it was evident that _METHOD_ mid tagged _PROTEIN_ localized to the _LOCATION_ membrane based on colocalization with tip mcherry .,Y,23898343
chu et al. a proteomics study of arabidopsis vacuoles identified _PROTEIN_ and _BLANKP_ in the _LOCATION_ proteome . to investigate this we used arabidopsis protoplasts to transiently express _METHOD_ tagged _BLANKP_ and _BLANKP_ .,N,23898343
chu et al. a proteomics study of arabidopsis vacuoles identified _BLANKP_ and _PROTEIN_ in the _LOCATION_ proteome . to investigate this we used arabidopsis protoplasts to transiently express _METHOD_ tagged _BLANKP_ and _BLANKP_ .,N,23898343
chu et al. a proteomics study of arabidopsis vacuoles identified _BLANKP_ and _BLANKP_ in the _LOCATION_ proteome . to investigate this we used arabidopsis protoplasts to transiently express _METHOD_ tagged _PROTEIN_ and _BLANKP_ .,N,23898343
chu et al. a proteomics study of arabidopsis vacuoles identified _BLANKP_ and _BLANKP_ in the _LOCATION_ proteome . to investigate this we used arabidopsis protoplasts to transiently express _METHOD_ tagged _BLANKP_ and _PROTEIN_ .,N,23898343
it was evident that _METHOD_ mid tagged _PROTEIN_ localized to the _BLANKL_ membrane based on colocalization with tip mcherry . additionally _BLANKP_ also localized to the _LOCATION_ based on colocalization with tip mcherry and fm,N,23898343
it was evident that _METHOD_ mid tagged _BLANKP_ localized to the _LOCATION_ membrane based on colocalization with tip mcherry . additionally _PROTEIN_ also localized to the _BLANKL_ based on colocalization with tip mcherry and fm,N,23898343
it was evident that _METHOD_ mid tagged _BLANKP_ localized to the _BLANKL_ membrane based on colocalization with tip mcherry . additionally _PROTEIN_ also localized to the _LOCATION_ based on colocalization with tip mcherry and fm,N,23898343
_BLANKM_ _BLANKP_ co localizes with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures .,Y,23918961
i many of the yfp punctae co localized with _BLANKP_ _BLANKM_ suggesting that at least a fraction of _METHOD_ _PROTEIN_ may accumulate at _LOCATION_ under these conditions .,Y,23918961
_METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y,23918961
in both cases _METHOD_ _PROTEIN_ co localized extensively with the _LOCATION_ markers _BLANKM_ _BLANKP_ but not with the _BLANKL_ markers _BLANKP_ _BLANKM_ .,Y,23918961
_BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y,23918961
the punctae where both proteins co localize overlapped extensively with the _BLANKL_ marker _BLANKP_ _BLANKM_ but also with the _LOCATION_ marker _PROTEIN_ _METHOD_ .,Y,23918961
this treatment has been shown to redistribute _METHOD_ _PROTEIN_ partially to the _LOCATION_ apparatus .,Y,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _METHOD_ _PROTEIN_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _BLANKM_ and _BLANKP_ _BLANKM_ .,Y,23918961
_BLANKM_ _BLANKP_ and _BLANKM_ _BLANKP_ co localize with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures .,Y,23918961
_BLANKM_ _BLANKP_ and _PROTEIN_ _METHOD_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,Y,23918961
in order to investigate if transiently expressed rfp also cycles between the _BLANKL_ and _LOCATION_ as does _METHOD_ _PROTEIN_ rfp was co expressed with the gtp restricted mutant which prevents copi mediated golgi er recycling .,Y,23918961
_METHOD_ _PROTEIN_ co localizes with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y,23918961
_METHOD_ _PROTEIN_ co localizes partially with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures upon overexpression .,Y,23918961
strikingly gfp did not significantly change the _LOCATION_ localization of _BLANKM_ _BLANKP_ or _METHOD_ _PROTEIN_ in contrast to gfp .,Y,23918961
_METHOD_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,Y,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _BLANKL_ markers _BLANKM_ _BLANKP_ but not with the _LOCATION_ markers _PROTEIN_ _METHOD_ .,Y,23918961
rfp does not co localize with the _LOCATION_ marker _PROTEIN_ _METHOD_ .,Y,23918961
trafficking properties of proteins of the delta subfamily it was previously demonstrated that transiently expressed _METHOD_ _PROTEIN_ localizes to the _BLANKL_ at steady state but cycles between the er and _LOCATION_ .,Y,23918961
_BLANKM_ _BLANKP_ and _METHOD_ _PROTEIN_ co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y,23918961
as had been observed with _BLANKM_ _BLANKP_ the signal obtained for _METHOD_ _PROTEIN_ in the _LOCATION_,Y,23918961
when _METHOD_ _PROTEIN_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,Y,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _METHOD_ _PROTEIN_ .,Y,23918961
similar to _BLANKM_ _BLANKP_ _METHOD_ _PROTEIN_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _BLANKP_ _BLANKM_ .,Y,23918961
in marked contrast to the data of chen and zheng it was found that transiently expressed _METHOD_ _PROTEIN_ localizes exclusively to the _LOCATION_ both in tobacco protoplasts and in tobacco leaf epidermal cells .,Y,23918961
_BLANKM_ _BLANKP_ and _BLANKM_ _BLANKP_ co localize with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures .,Y,23918961
_METHOD_ _PROTEIN_ and _BLANKM_ _BLANKP_ co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y,23918961
this suggests that _BLANKM_ _BLANKP_ is able to enhance the _BLANKL_ exit of _METHOD_ _PROTEIN_ and its transport to the _LOCATION_ apparatus as happens with _BLANKM_ _BLANKP_ .,Y,23918961
_METHOD_ _PROTEIN_ co localizes with _BLANKP_ _BLANKM_ in the _LOCATION_ upon overexpression .,Y,23918961
this was also the case when gfp and rfp were transiently co expressed in tobacco leaf epidermal cells while _METHOD_ _PROTEIN_ localized exclusively to the _LOCATION_ when expressed individually it also localized to punctae when co expressed with cfp .,Y,23918961
when _BLANKM_ _BLANKP_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _BLANKL_ together with the _LOCATION_ marker _PROTEIN_ _METHOD_ .,Y,23918961
this suggests that _BLANKM_ _BLANKP_ is able to enhance the _LOCATION_ exit of _METHOD_ _PROTEIN_ and its transport to the _BLANKL_ apparatus as happens with _BLANKM_ _BLANKP_ .,Y,23918961
_BLANKM_ _BLANKP_ co localizes with _PROTEIN_ _METHOD_ in the _LOCATION_ upon overexpression but also in punctate structures .,Y,23918961
_METHOD_ _PROTEIN_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,Y,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _LOCATION_ markers _METHOD_ _PROTEIN_ but not with the _BLANKL_ markers _BLANKP_ _BLANKM_ .,Y,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _BLANKM_ _BLANKP_ completely redistributed to the _LOCATION_ where it co localized with both _PROTEIN_ _METHOD_ and _BLANKP_ _BLANKM_ .,Y,23918961
when co expressed with the gdp restricted mutant which causes relocalization of golgi markers to the er _BLANKM_ _BLANKP_ completely redistributed to the _LOCATION_ where it co localized with both _BLANKP_ _BLANKM_ and _PROTEIN_ _METHOD_ .,Y,23918961
_METHOD_ _PROTEIN_ co localizes with _BLANKP_ _BLANKM_ in the _LOCATION_ upon overexpression but also in punctate structures .,Y,23918961
i many of the yfp punctae co localized with _PROTEIN_ _METHOD_ suggesting that at least a fraction of _BLANKM_ _BLANKP_ may accumulate at _LOCATION_ under these conditions .,Y,23918961
_METHOD_ _PROTEIN_ co localizes partially with the _LOCATION_ marker _BLANKP_ _BLANKM_ in punctate structures .,Y,23918961
in order to investigate if transiently expressed rfp also cycles between the _LOCATION_ and _BLANKL_ as does _METHOD_ _PROTEIN_ rfp was co expressed with the gtp restricted mutant which prevents copi mediated golgi er recycling .,Y,23918961
_METHOD_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ .,Y,23918961
to test for the identity of these dots yfp and were co expressed with _PROTEIN_ _METHOD_ a _LOCATION_ marker .,Y,23918961
_BLANKM_ _BLANKP_ co localizes with _PROTEIN_ _METHOD_ in the _LOCATION_ upon overexpression .,Y,23918961
_METHOD_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ .,Y,23918961
in addition it was observed that _METHOD_ _PROTEIN_ showed its typical _LOCATION_ pattern but also localized to the same punctae under these conditions .,Y,23918961
_BLANKM_ _BLANKP_ co localizes partially with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures .,Y,23918961
therefore transiently expressed _METHOD_ _PROTEIN_ seems to localize exclusively to the _LOCATION_ like _BLANKM_ _BLANKP_ .,Y,23918961
_METHOD_ _PROTEIN_ and _BLANKP_ _BLANKM_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,Y,23918961
interestingly this treatment did not change the _LOCATION_ localization of _METHOD_ _PROTEIN_ .,Y,23918961
strikingly gfp did not significantly change the _LOCATION_ localization of _METHOD_ _PROTEIN_ or _BLANKM_ _BLANKP_ in contrast to gfp .,Y,23918961
_BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _PROTEIN_ _METHOD_ .,Y,23918961
similar to _METHOD_ _PROTEIN_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _BLANKP_ _BLANKM_ .,Y,23918961
as had been observed with _METHOD_ _PROTEIN_ the signal obtained for _BLANKM_ _BLANKP_ in the _LOCATION_,Y,23918961
therefore transiently expressed _BLANKM_ _BLANKP_ seems to localize exclusively to the _LOCATION_ like _METHOD_ _PROTEIN_ .,Y,23918961
when _METHOD_ _PROTEIN_ or _BLANKM_ _BLANKP_ was co expressed with to inhibit copii dependent er export both proteins were mainly localized to the _LOCATION_ together with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,Y,23918961
similar to _BLANKM_ _BLANKP_ _BLANKM_ _BLANKP_ showed a punctate pattern which partially co localized with the _LOCATION_ markers _BLANKP_ _BLANKM_ or _PROTEIN_ _METHOD_ .,Y,23918961
_BLANKM_ _BLANKP_ and _PROTEIN_ _METHOD_ relocalized to the _LOCATION_ upon co expression with the gdp mutant .,Y,23918961
_BLANKM_ _BLANKP_ co localizes partially with the _LOCATION_ marker _PROTEIN_ _METHOD_ in punctate structures upon overexpression .,Y,23918961
the punctae where both proteins co localize overlapped extensively with the _LOCATION_ marker _PROTEIN_ _METHOD_ but also with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,Y,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _METHOD_ _PROTEIN_ .,Y,23918961
in both cases _METHOD_ _PROTEIN_ co localized extensively with the _BLANKL_ markers _BLANKM_ _BLANKP_ but not with the _LOCATION_ markers _BLANKP_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _PROTEIN_ co localized extensively with the _LOCATION_ markers _METHOD_ _BLANKP_ but not with the _BLANKL_ markers _BLANKP_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _PROTEIN_ co localized extensively with the _BLANKL_ markers _METHOD_ _BLANKP_ but not with the _LOCATION_ markers _BLANKP_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _PROTEIN_ co localized extensively with the _LOCATION_ markers _BLANKM_ _BLANKP_ but not with the _BLANKL_ markers _BLANKP_ _METHOD_ .,N,23918961
in both cases _BLANKM_ _PROTEIN_ co localized extensively with the _BLANKL_ markers _BLANKM_ _BLANKP_ but not with the _LOCATION_ markers _BLANKP_ _METHOD_ .,N,23918961
in both cases _METHOD_ _BLANKP_ co localized extensively with the _LOCATION_ markers _BLANKM_ _PROTEIN_ but not with the _BLANKL_ markers _BLANKP_ _BLANKM_ .,N,23918961
in both cases _METHOD_ _BLANKP_ co localized extensively with the _BLANKL_ markers _BLANKM_ _PROTEIN_ but not with the _LOCATION_ markers _BLANKP_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _BLANKL_ markers _METHOD_ _PROTEIN_ but not with the _LOCATION_ markers _BLANKP_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _LOCATION_ markers _BLANKM_ _PROTEIN_ but not with the _BLANKL_ markers _BLANKP_ _METHOD_ .,N,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _BLANKL_ markers _BLANKM_ _PROTEIN_ but not with the _LOCATION_ markers _BLANKP_ _METHOD_ .,N,23918961
in both cases _METHOD_ _BLANKP_ co localized extensively with the _LOCATION_ markers _BLANKM_ _BLANKP_ but not with the _BLANKL_ markers _PROTEIN_ _BLANKM_ .,N,23918961
in both cases _METHOD_ _BLANKP_ co localized extensively with the _BLANKL_ markers _BLANKM_ _BLANKP_ but not with the _LOCATION_ markers _PROTEIN_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _LOCATION_ markers _METHOD_ _BLANKP_ but not with the _BLANKL_ markers _PROTEIN_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _BLANKL_ markers _METHOD_ _BLANKP_ but not with the _LOCATION_ markers _PROTEIN_ _BLANKM_ .,N,23918961
in both cases _BLANKM_ _BLANKP_ co localized extensively with the _LOCATION_ markers _BLANKM_ _BLANKP_ but not with the _BLANKL_ markers _PROTEIN_ _METHOD_ .,N,23918961
therefore transiently expressed _BLANKM_ _PROTEIN_ seems to localize exclusively to the _LOCATION_ like _METHOD_ _BLANKP_ .,N,23918961
therefore transiently expressed _METHOD_ _BLANKP_ seems to localize exclusively to the _LOCATION_ like _BLANKM_ _PROTEIN_ .,N,23918961
_METHOD_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _METHOD_ _BLANKP_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _METHOD_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _METHOD_ marker _BLANKP_ _BLANKM_ upon expression .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _BLANKP_ _METHOD_ upon expression .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _PROTEIN_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _METHOD_ _PROTEIN_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _PROTEIN_ . rfp does not co localize with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _METHOD_ marker _BLANKP_ _BLANKM_ upon expression .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _BLANKP_ _METHOD_ upon expression .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _METHOD_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _METHOD_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _PROTEIN_ _METHOD_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ . rfp does not co localize with the _METHOD_ marker _BLANKP_ _BLANKM_ upon expression .,N,23918961
rfp does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ . rfp does not co localize with the _METHOD_ marker _BLANKP_ _BLANKM_ upon expression .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _PROTEIN_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _BLANKP_ _METHOD_ upon expression .,N,23918961
rfp does not co localize with the _LOCATION_ marker _PROTEIN_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _BLANKP_ _METHOD_ upon expression .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _PROTEIN_ _BLANKM_ upon expression .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _METHOD_ _BLANKP_ . rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _PROTEIN_ _BLANKM_ upon expression .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . rfp does not co localize with the _BLANKL_ marker _BLANKP_ _METHOD_ . rfp does not co localize with the _BLANKM_ marker _PROTEIN_ _BLANKM_ upon expression .,N,23918961
rfp does not co localize with the _LOCATION_ marker _BLANKP_ _METHOD_ . rfp does not co localize with the _BLANKM_ marker _PROTEIN_ _BLANKM_ upon expression .,N,23918961
rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _METHOD_ marker _PROTEIN_ _BLANKM_ upon expression .,N,23918961
rfp does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ . rfp does not co localize with the _BLANKM_ marker _PROTEIN_ _METHOD_ upon expression .,N,23918961
_METHOD_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _METHOD_ _BLANKP_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _METHOD_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _METHOD_ _BLANKP_ does not co localize with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . _METHOD_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _BLANKL_ marker _BLANKP_ _METHOD_ .,N,23918961
_BLANKM_ _PROTEIN_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _BLANKP_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _METHOD_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _PROTEIN_ .,N,23918961
_METHOD_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _BLANKM_ _PROTEIN_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _BLANKL_ marker _METHOD_ _PROTEIN_ . _BLANKM_ _BLANKP_ does not co localize with the _LOCATION_ marker _BLANKP_ _BLANKM_ .,N,23918961
_BLANKM_ _BLANKP_ co localizes extensively with the _LOCATION_ marker _BLANKM_ _PROTEIN_ . _METHOD_ _BLANKP_ does not co localize with the _BLANKL_ marker _BLANKP_ _BLANKM_ .,N,23918961
